FN
23.79755102
24.32326531
25.04816327
25.1755102
25.29959184
26.07673469
45.36489796
46.05387755
46.37714286
53.04163265
53.36816327
54.78530612
68.20571429
68.94367347
76.83591837
77.58693878
78.40979592
78.89959184
82.56
82.76897959
83.76489796
84.04244898
86.17795918
86.41632653
87.29795918
87.63428571
90.91918367
91.51020408
91.83346939
92.4277551
94.78530612
95.27183674
96.50612245
96.81959184
97.15591837
97.50530612
97.96244898
100.8685714
101.6228571
102.0473469
102.4163265
102.8963265
106.4228571
107.1216327
107.8791837
108.1959184
116.9077551
117.6783673
118.3053061
121.3061224
122.0865306
123.9346939
124.3885714
125.2963265
125.6653061
127.2718367
127.8236735
128.8457143
135.9444898
136.5583673
137.4236735
137.7306122
138.1844898
138.6481633
139.0106122
140.2285714
140.6563265
141.1265306
141.6032653
142.2563265
147.2195918
147.6506122
148.3134694
148.8097959
149.557551
149.7338776
150.0506122
150.2759184
150.6644898
160.4538776
162.7689796
165.6783673
166.4816327
166.9910204
167.2685714
168.0783673
168.2840816
168.6465306
168.9404082
169.3355102
170.5567347
170.8310204
171.6212245
172.6008163
173.0122449
173.7208163
174.2693878
174.9877551
179.8595918
180.6661224
181.4922449
181.8155102
182.0636735
182.6742857
184.0032653
184.682449
185.035102
185.5706122
187.9967347
188.277551
189.1428571
189.4726531
190.7722449
191.6832653
192.0
192.4636735
192.9861224
193.2538776
193.6685714
195.3534694
195.915102
196.2122449
196.5485714
197.1559184
198.0995918
198.9714286
207.8497959
208.3885714
208.6889796
209.3518367
210.3346939
213.035102
214.1877551
214.6187755
215.5395918
217.3942857
217.7044898
221.2734694
221.7077551
222.0342857
223.1510204
223.8040816
224.1697959
224.4212245
224.9991837
225.6391837
233.3910204
235.6636735
237.7273469
239.3240816
239.7126531
241.7763265
242.602449
244.5093878
245.4628571
247.9738776
248.6334694
248.8718367
249.2310204
249.6881633
250.315102
250.6383673
251.0367347
251.5918367
251.84
252.1763265
255.2391837
255.882449
257.7861224
258.4946939
259.1967347
263.4253061
264.1959184
264.4342857
264.8620408
265.4106122
265.7795918
265.9787755
266.6089796
267.124898
274.484898
274.7297959
276.7967347
277.0285714
277.9102041
278.3085714
278.7591837
279.5167347
279.9902041
280.5583673
281.044898
282.4555102
284.2906122
284.7771429
284.9795918
285.2963265
288.8555102
289.6359184
292.9208163
294.1518367
294.4
295.9314286
296.1730612
296.5583673
297.12
297.5902041
298.1877551
302.4032653
303.2718367
304.9404082
305.2440816
305.4432653
305.717551
305.9232653
306.2204082
306.7755102
306.9616327
307.4971429
308.32
311.7877551
312.3134694
312.6465306
313.0089796
316.5028571
316.6889796
317.2930612
317.5477551
317.9330612
318.4293878
319.157551
319.3926531
321.2342857
321.4432653
322.9420408
324.1306122
330.3379592
331.1053061
331.5428571
331.957551
333.8285714
334.3053061
336.0391837
336.3102041
337.9591837
338.6220408
339.4187755
341.3746939
342.6122449
343.6342857
343.8497959
344.5714286
345.0873469
346.6416327
349.5673469
350.5142857
353.9591837
355.5918367
355.8759184
356.522449
356.757551
357.237551
357.7044898
357.9493878
359.1804082
359.4122449
359.7910204
359.9673469
360.5681633
360.8391837
361.1102041
363.3338776
363.6963265
363.9118367
364.5191837
364.9469388
372.5714286
372.7608163
373.204898
373.9722449
374.1616327
374.4620408
374.644898
374.9812245
375.1967347
375.5428571
375.7681633
376.2285714
376.5844898
380.8032653
381.0677551
382.5306122
383.0008163
383.2163265
385.4987755
385.7273469
387.1379592
388.4244898
389.002449
390.2791837
399.5036735
400.075102
401.5902041
404.0261224
404.4277551
404.9534694
406.3444898
407.797551
408.8359184
415.6963265
419.444898
420.4146939
420.8881633
423.6146939
427.9085714
429.6587755
432.1469388
432.64
433.4693878
433.9461224
434.5861224
435.0106122
435.9412245
436.3820408
440.8195918
441.0742857
441.4726531
441.9591837
442.4914286
442.6906122
442.964898
443.4677551
443.7942857
444.0228571
444.4897959
447.5591837
448.3853061
449.7632653
450.6057143
451.0465306
451.5428571
452.1730612
452.8228571
452.9959184
453.6816327
455.0661224
457.5183673
457.7371429
460.4244898
460.6073469
461.3942857
461.7502041
464.9763265
465.5804082
465.9363265
467.2
467.7028571
469.1265306
469.8383673
470.6089796
474.5012245
474.7820408
475.6146939
476.1567347
476.8391837
477.7273469
480.9469388
481.1918367
481.7404082
484.4081633
485.2734694
485.8318367
486.3053061
486.9355102
491.2065306
492.1534694
493.035102
495.4089796
495.6310204
496.0522449
496.395102
496.9991837
497.8579592
498.602449
498.997551
499.3893878
