FP
16.253968253968253
16.70675736961451
17.101496598639457
18.18122448979592
20.421950113378685
20.97922902494331
24.60154195011338
29.175873015873016
29.593832199546487
481.8024489795918
39.137233560090706
39.48553287981859
39.97315192743764
40.44916099773243
42.31836734693878
42.91047619047619
43.53741496598639
491.740589569161
44.3849433106576
45.952290249433105
47.217777777777776
55.3795918367347
58.39818594104308
58.792925170068024
59.37342403628118
61.1265306122449
61.70702947845805
62.299138321995464
66.89668934240363
67.48879818594105
68.28988662131519
68.75428571428571
70.25197278911564
72.16761904761904
73.02675736961451
74.48961451247166
74.93079365079365
75.80154195011337
76.45170068027211
77.81006802721089
78.87818594104309
80.3178231292517
82.15219954648526
84.20716553287981
85.44943310657597
86.49433106575964
87.81786848072562
88.59573696145125
89.51292517006803
90.13986394557823
91.33569160997732
91.68399092970522
92.0671201814059
92.68244897959184
95.12054421768707
95.53850340136054
96.06095238095239
97.34965986394558
98.03464852607709
98.7544671201814
100.29859410430839
101.45959183673469
102.28390022675737
103.97895691609978
106.11519274376417
107.00916099773242
107.56643990929705
110.01614512471656
112.02467120181406
112.77931972789116
113.31337868480726
115.0548752834467
115.60054421768707
116.26231292517006
116.70349206349206
117.21433106575964
117.69034013605442
120.2097052154195
120.6508843537415
121.21977324263038
125.59673469387755
126.87383219954648
127.32662131519274
128.4992290249433
129.61378684807255
130.36843537414967
132.10993197278913
143.51092970521543
150.51174603174604
157.4312925170068
158.1859410430839
158.6503401360544
159.26566893424035
164.21151927437643
164.86167800453515
165.7904761904762
172.5010430839002
176.69224489795917
177.66748299319727
178.9445804988662
180.90666666666667
182.76426303854876
184.32
185.1326984126984
186.04988662131518
187.1180045351474
188.66213151927437
189.38195011337868
191.49496598639456
192.8301133786848
196.0344671201814
200.39981859410432
203.1049433106576
203.70866213151928
206.83174603174604
207.934693877551
208.4107029478458
208.9795918367347
210.8604081632653
211.25514739229024
211.60344671201815
212.1839455782313
212.7180045351474
219.45179138321996
222.56326530612245
224.60662131519274
226.58031746031747
227.21886621315193
228.3914739229025
229.03002267573697
229.72662131519274
230.31873015873015
231.20108843537415
232.8497052154195
233.62757369614513
234.3590022675737
235.56643990929706
237.49369614512472
245.51619047619047
246.15473922902495
247.94267573696146
249.26621315192745
251.61142857142858
252.9233560090703
254.50231292517006
255.08281179138322
256.4992290249433
257.78793650793654
259.2043537414966
259.92417233560093
260.8645804988662
261.50312925170067
262.1648979591837
262.8150566893424
264.1037641723356
264.6146031746032
265.34603174603177
269.5604535147392
271.4180498866213
271.88244897959186
272.4281179138322
276.5380498866213
278.7439455782313
285.95374149659864
287.02185941043086
288.7285260770975
289.2045351473923
289.7966439909297
290.38875283446714
291.0969614512472
291.7819501133787
292.6294784580499
299.86249433106576
302.09160997732425
302.73015873015873
303.7053968253968
304.3787755102041
305.45850340136053
306.7936507936508
307.30448979591836
315.1180045351474
315.675283446712
318.5777777777778
319.3904761904762
320.22639455782314
320.8068934240363
322.31619047619046
322.8734693877551
324.02285714285716
324.61496598639457
326.03138321995465
326.9137414965986
329.8626757369615
332.38204081632654
334.44861678004537
336.7241723356009
337.28145124716553
341.2404535147392
341.7861224489796
345.25750566893424
346.4997732426304
350.8302947845805
353.721179138322
356.0083446712018
358.8295691609977
371.6585941043084
376.59283446712016
381.1439455782313
386.2175056689342
389.5843990929705
397.3166439909297
399.7315192743764
406.6742857142857
411.6085260770975
413.791201814059
414.8709297052154
415.6604081632653
419.75873015873015
420.82684807256237
421.7324263038549
422.8934240362812
423.83383219954646
424.56526077097504
426.1209977324263
427.1542857142857
431.5660770975057
433.1914739229025
436.2448979591837
440.87727891156464
445.3935600907029
455.8309297052154
