TP
221.84344671201814
227.12598639455783
242.625306122449
324.4988662131519
324.9632653061224
422.2200453514739
431.7866666666667
462.5298866213152
462.92462585034014
463.3541950113379
463.8069841269841
466.15219954648524
466.581768707483
467.0113378684807
469.7861224489796
474.5578231292517
